STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOIDFQ,18-24_2013,18-24_20_1,2020_TP_co,2020_TP_un,2020_TP_mi,2020_TP_ma,2020_TP_ra,2020_TP_su,2020_TP_me,2020_TP__1,2020_TP_st,2020_TP__2,2020_TP__3,2020_TP_q1,2020_TP_q3,2020_TP_iq,20_18-24%_,20_18-24_1,20_18-24_2,20_18-24_3,20_18-24_4,20_18-24_5,20_18-24_6,20_18-24_7,20_18-24_8,20_18-24_9,20_18-2410,20_18-2411,20_18-2412,20_18-2413,%18-24_202,%Change,Ohio_Block_Groups_2020_TP,Ohio_Block_Groups_20_18-24%,Ohio_Block_Groups_Med_HHInc,Ohio_Block_Groups_TotalHH_L2,Ohio_Block_Groups_%_HHL2,Ohio_Block_Groups_PC_POP_20,Ohio_Block_Groups_PC_POP_10,Ohio_Block_Groups_PC_Change,Ohio_Block_Groups_PC_HHL2
"39","073","965000","3","390739650003",Block Group 3,G5030,S,122123700,467721,"+39.4142152","-082.6870975",1500000US390739650003,"48","6.434316354",7,7,61.000000,216.000000,155.000000,845.000000,120.714286,103.000000,48.058638,61.000000,61.000000,90.500000,142.000000,51.500000,7,7,5.000000,13.000000,8.000000,60.000000,8.571429,8.000000,2.664965,5.000000,5.000000,6.500000,10.500000,4.000000,13,6.566,61,6,38846,257,55.870,0.060,0.064,-0.004,0.559
"39","073","965400","1","390739654001",Block Group 1,G5030,S,25049243,58040,"+39.5523076","-082.3607510",1500000US390739654001,"127","7.102908277",4,4,118.000000,201.000000,83.000000,647.000000,161.750000,164.000000,31.791312,118.000000,118.000000,132.500000,191.000000,58.500000,4,4,7.000000,24.000000,17.000000,54.000000,13.500000,11.500000,6.576473,7.000000,7.000000,8.000000,19.000000,11.000000,24,16.897,118,9,51736,299,55.473,0.090,0.071,0.019,0.555
"39","073","964900","3","390739649003",Block Group 3,G5030,S,68431745,149821,"+39.5645124","-082.5781182",1500000US390739649003,"94","5.926860025",6,6,19.000000,105.000000,86.000000,326.000000,54.333333,46.500000,30.776976,19.000000,19.000000,25.000000,84.000000,59.000000,6,5,1.000000,11.000000,10.000000,29.000000,4.833333,4.000000,3.337497,1.000000,4.000000,2.000000,7.000000,5.000000,11,5.073,19,1,72839,400,70.053,0.010,0.059,-0.049,0.701
"39","059","977600","3","390599776003",Block Group 3,G5030,S,3225030,0,"+40.0097686","-081.5680193",1500000US390599776003,"45","4.094631483",5,5,42.000000,182.000000,140.000000,425.000000,85.000000,55.000000,52.531895,42.000000,42.000000,47.000000,99.000000,52.000000,5,4,3.000000,13.000000,10.000000,46.000000,9.200000,9.000000,3.487119,3.000000,9.000000,9.000000,12.000000,3.000000,13,8.905,99,13,35625,221,62.606,0.130,0.041,0.089,0.626
"39","115","969100","1","391159691001",Block Group 1,G5030,S,64335849,182961,"+39.4824678","-081.8705006",1500000US391159691001,"121","12.23458038",6,6,0.000000,110.000000,110.000000,367.000000,61.166667,62.500000,32.605811,0.000000,0.000000,57.000000,75.000000,18.000000,6,6,0.000000,12.000000,12.000000,42.000000,7.000000,8.000000,4.000000,0.000000,0.000000,4.000000,10.000000,6.000000,12,-0.235,57,4,39180,187,40.919,0.040,0.122,-0.082,0.409
"39","115","968800","1","391159688001",Block Group 1,G5030,S,166101425,1128258,"+39.6419064","-081.6908337",1500000US391159688001,"113","7.151898734",8,8,0.000000,172.000000,172.000000,442.000000,55.250000,35.500000,55.001705,0.000000,0.000000,14.500000,85.000000,70.500000,8,7,0.000000,11.000000,11.000000,35.000000,4.375000,3.500000,3.276336,0.000000,2.000000,2.000000,6.500000,4.500000,11,3.848,60,7,50357,348,79.452,0.070,0.072,-0.002,0.795
"39","115","969000","1","391159690001",Block Group 1,G5030,S,114428665,367218,"+39.7158491","-082.0000956",1500000US391159690001,"113","6.65097116",8,7,0.000000,265.000000,265.000000,692.000000,86.500000,56.500000,80.188840,0.000000,37.000000,37.000000,120.000000,83.000000,8,6,0.000000,17.000000,17.000000,56.000000,7.000000,5.000000,5.172040,0.000000,5.000000,3.500000,11.000000,7.500000,17,10.349,68,5,44262,285,57.692,0.050,0.067,-0.017,0.577
"39","115","969100","4","391159691004",Block Group 4,G5030,S,51239978,819267,"+39.5067990","-081.7631127",1500000US391159691004,"24","3.63086233",7,6,36.000000,162.000000,126.000000,547.000000,78.142857,67.000000,40.403071,36.000000,67.000000,52.500000,88.500000,36.000000,7,4,4.000000,19.000000,15.000000,52.000000,7.428571,4.000000,5.178448,7.000000,4.000000,4.000000,8.500000,4.500000,19,15.369,67,10,43472,201,72.302,0.100,0.036,0.064,0.723
"39","115","969000","2","391159690002",Block Group 2,G5030,S,115470956,229280,"+39.5584297","-081.9685901",1500000US391159690002,"65","7.505773672",8,8,0.000000,111.000000,111.000000,530.000000,66.250000,71.500000,29.655311,0.000000,0.000000,57.500000,80.500000,23.000000,8,7,0.000000,12.000000,12.000000,59.000000,7.375000,8.000000,3.903124,0.000000,11.000000,4.500000,11.000000,6.500000,12,4.494,0,0,36488,339,72.903,0.000,0.075,-0.075,0.729
"39","115","968800","2","391159688002",Block Group 2,G5030,S,59906059,1998010,"+39.5646659","-081.7492094",1500000US391159688002,"42","4.179104478",7,6,48.000000,172.000000,124.000000,686.000000,98.000000,67.000000,47.180504,48.000000,67.000000,63.500000,136.000000,72.500000,7,6,4.000000,19.000000,15.000000,61.000000,8.714286,7.000000,4.890641,6.000000,4.000000,5.000000,10.500000,5.500000,19,14.821,48,4,45000,356,73.859,0.040,0.042,-0.002,0.739
"39","115","969100","3","391159691003",Block Group 3,G5030,S,82352966,111788,"+39.5617145","-081.8819843",1500000US391159691003,"161","20.27707809",6,6,0.000000,162.000000,162.000000,411.000000,68.500000,66.000000,49.855625,0.000000,0.000000,35.000000,82.000000,47.000000,6,6,0.000000,19.000000,19.000000,53.000000,8.833333,9.000000,6.094168,0.000000,0.000000,4.000000,12.000000,8.000000,19,-1.277,75,12,,238,78.033,0.120,0.203,-0.083,0.780
"39","115","968900","4","391159689004",Block Group 4,G5030,S,15815479,272301,"+39.6249463","-081.8616989",1500000US391159689004,"67","10.04497751",7,7,35.000000,172.000000,137.000000,657.000000,93.857143,82.000000,49.510255,35.000000,35.000000,60.000000,124.000000,64.000000,7,5,6.000000,19.000000,13.000000,73.000000,10.428571,11.000000,4.135461,6.000000,7.000000,7.000000,11.500000,4.500000,19,8.955,35,7,33015,172,78.539,0.070,0.100,-0.030,0.785
"39","115","968900","1","391159689001",Block Group 1,G5030,S,41105566,580314,"+39.6521782","-081.8255946",1500000US391159689001,"67","4.662491301",7,7,0.000000,172.000000,172.000000,563.000000,80.428571,60.000000,59.847084,0.000000,0.000000,41.500000,124.000000,82.500000,7,6,0.000000,19.000000,19.000000,54.000000,7.714286,7.000000,5.547568,0.000000,7.000000,5.000000,9.000000,4.000000,19,14.338,172,11,29706,344,63.941,0.110,0.047,0.063,0.639
"39","025","041000","2","390250410002",Block Group 2,G5030,S,21418036,3046219,"+39.0520838","-084.1496140",1500000US390250410002,"329","12.89690318",9,9,67.000000,305.000000,238.000000,1224.000000,136.000000,122.000000,67.540934,67.000000,67.000000,102.000000,134.000000,32.000000,9,6,4.000000,15.000000,11.000000,73.000000,8.111111,8.000000,3.784308,4.000000,5.000000,5.000000,9.000000,4.000000,15,2.103,,,,,,,,,
"39","025","041101","1","390250411011",Block Group 1,G5030,S,7214739,24943,"+39.0684332","-084.1534854",1500000US390250411011,"154","7.216494845",5,5,23.000000,305.000000,282.000000,638.000000,127.600000,121.000000,96.082465,23.000000,23.000000,67.000000,122.000000,55.000000,5,4,3.000000,15.000000,12.000000,37.000000,7.400000,5.000000,4.270831,3.000000,5.000000,5.000000,9.000000,4.000000,15,7.784,122,5,78603,558,61.657,0.050,0.072,-0.022,0.617
"39","025","041102","2","390250411022",Block Group 2,G5030,S,8867981,39395,"+39.0624757","-084.2041145",1500000US390250411022,"350","10.41046996",10,9,19.000000,361.000000,342.000000,1388.000000,138.800000,123.500000,107.785713,19.000000,143.000000,55.000000,151.000000,96.000000,10,8,1.000000,15.000000,14.000000,76.000000,7.600000,7.000000,4.431704,1.000000,7.000000,4.000000,12.000000,8.000000,15,4.590,143,14,49283,195,57.185,0.140,0.104,0.036,0.572
"39","025","041103","1","390250411031",Block Group 1,G5030,S,3877833,38160,"+39.0513657","-084.2296305",1500000US390250411031,"333","8.567018266",9,9,19.000000,361.000000,342.000000,1392.000000,154.666667,143.000000,100.302875,19.000000,19.000000,106.000000,151.000000,45.000000,9,9,1.000000,22.000000,21.000000,79.000000,8.777778,7.000000,5.977323,1.000000,1.000000,5.000000,12.000000,7.000000,22,13.433,,,,,,,,,
"39","025","041103","2","390250411032",Block Group 2,G5030,S,1565698,769,"+39.0350655","-084.2167731",1500000US390250411032,"147","6.65158371",5,5,19.000000,150.000000,131.000000,482.000000,96.400000,116.000000,46.176184,19.000000,19.000000,72.000000,125.000000,53.000000,5,4,1.000000,8.000000,7.000000,28.000000,5.600000,6.000000,2.416609,1.000000,6.000000,6.000000,7.000000,1.000000,8,1.348,,,,,,,,,
"39","057","210601","2","390572106012",Block Group 2,G5030,S,5634101,17802,"+39.7651101","-084.0318843",1500000US390572106012,"187","5.456667639",6,6,16.000000,273.000000,257.000000,730.000000,121.666667,111.000000,77.977917,16.000000,16.000000,79.000000,140.000000,61.000000,6,5,1.000000,15.000000,14.000000,36.000000,6.000000,4.500000,4.396969,1.000000,4.000000,4.000000,7.000000,3.000000,15,9.543,,,,,,,,,
"39","089","754101","2","390897541012",Block Group 2,G5030,S,1814191,0,"+40.0941254","-082.4356868",1500000US390897541012,"271","10.01478197",5,5,26.000000,255.000000,229.000000,634.000000,126.800000,99.000000,89.631245,26.000000,26.000000,47.000000,207.000000,160.000000,5,5,3.000000,18.000000,15.000000,41.000000,8.200000,7.000000,5.344156,3.000000,3.000000,4.000000,9.000000,5.000000,18,7.985,,,,,,,,,
"39","025","041200","2","390250412002",Block Group 2,G5030,S,1408674,0,"+39.0607527","-084.2911851",1500000US390250412002,"179","13.00872093",6,6,48.000000,146.000000,98.000000,595.000000,99.166667,97.500000,34.954335,48.000000,48.000000,73.000000,133.000000,60.000000,6,4,3.000000,10.000000,7.000000,47.000000,7.833333,8.500000,2.266912,3.000000,8.000000,8.000000,9.000000,1.000000,10,-3.009,,,,,,,,,
"39","025","041200","3","390250412003",Block Group 3,G5030,S,1231719,0,"+39.0589314","-084.2755604",1500000US390250412003,"90","6.726457399",5,5,48.000000,212.000000,164.000000,572.000000,114.400000,106.000000,56.683684,48.000000,48.000000,73.000000,133.000000,60.000000,5,5,3.000000,14.000000,11.000000,39.000000,7.800000,8.000000,3.762978,3.000000,3.000000,5.000000,9.000000,4.000000,14,7.274,,,,,,,,,
"39","025","041200","4","390250412004",Block Group 4,G5030,S,2374616,0,"+39.0652767","-084.2651103",1500000US390250412004,"72","6.697674419",5,5,44.000000,282.000000,238.000000,719.000000,143.800000,133.000000,92.741361,44.000000,44.000000,48.000000,212.000000,164.000000,5,5,2.000000,22.000000,20.000000,49.000000,9.800000,8.000000,7.440430,2.000000,2.000000,3.000000,14.000000,11.000000,22,15.302,,,,,,,,,
"39","025","041200","5","390250412005",Block Group 5,G5030,S,6328367,2725,"+39.0714374","-084.2495918",1500000US390250412005,"214","5.688463583",9,8,55.000000,470.000000,415.000000,1762.000000,195.777778,143.000000,115.844511,55.000000,143.000000,133.000000,218.000000,85.000000,9,7,4.000000,22.000000,18.000000,108.000000,12.000000,12.000000,6.342099,4.000000,14.000000,7.000000,14.000000,7.000000,22,16.312,,,,,,,,,
"39","025","041305","2","390250413052",Block Group 2,G5030,S,1769526,0,"+39.0780700","-084.2838160",1500000US390250413052,"181","10.78665077",4,4,44.000000,79.000000,35.000000,239.000000,59.750000,58.000000,14.359230,44.000000,44.000000,46.000000,73.500000,27.500000,4,4,2.000000,7.000000,5.000000,18.000000,4.500000,4.500000,2.061553,2.000000,2.000000,2.500000,6.500000,4.000000,7,-3.787,48,3,55536,579,77.510,0.030,0.108,-0.078,0.775
"39","059","977600","1","390599776001",Block Group 1,G5030,S,3720672,0,"+40.0297975","-081.5698130",1500000US390599776001,"90","6.512301013",6,5,47.000000,182.000000,135.000000,673.000000,112.166667,99.000000,45.271097,47.000000,99.000000,87.000000,159.000000,72.000000,6,6,3.000000,20.000000,17.000000,63.000000,10.500000,11.000000,5.560276,3.000000,3.000000,5.000000,13.000000,8.000000,20,13.488,182,12,41164,388,60.342,0.120,0.065,0.055,0.603
"39","059","977900","3","390599779003",Block Group 3,G5030,S,1962444,20696,"+39.9634223","-081.5460633",1500000US390599779003,"172","10.73657928",4,4,0.000000,159.000000,159.000000,289.000000,72.250000,65.000000,57.119940,0.000000,0.000000,27.500000,117.000000,89.500000,4,4,0.000000,12.000000,12.000000,26.000000,6.500000,7.000000,4.500000,0.000000,0.000000,2.500000,10.500000,8.000000,12,1.263,159,12,40795,354,65.799,0.120,0.107,0.013,0.658
"39","073","965200","2","390739652002",Block Group 2,G5030,S,1560206,32718,"+39.5385392","-082.4289334",1500000US390739652002,"65","7.019438445",5,5,16.000000,128.000000,112.000000,287.000000,57.400000,52.000000,38.270615,16.000000,16.000000,33.000000,58.000000,25.000000,5,3,5.000000,9.000000,4.000000,30.000000,6.000000,5.000000,1.549193,6.000000,5.000000,5.000000,6.000000,1.000000,9,1.981,128,9,40273,280,51.376,0.090,0.070,0.020,0.514
"39","171","950600","2","391719506002",Block Group 2,G5030,S,457223,0,"+41.4787364","-084.5481901",1500000US391719506002,"77","8.054393305",6,6,0.000000,144.000000,144.000000,449.000000,74.833333,80.500000,47.249045,0.000000,0.000000,37.000000,107.000000,70.000000,6,5,0.000000,20.000000,20.000000,49.000000,8.166667,6.500000,6.066758,0.000000,6.000000,6.000000,10.000000,4.000000,20,11.946,144,20,38750,250,73.099,0.200,0.081,0.119,0.731
"39","171","950600","3","391719506003",Block Group 3,G5030,S,692137,0,"+41.4758685","-084.5407210",1500000US391719506003,"53","11.25265393",5,5,0.000000,144.000000,144.000000,351.000000,70.200000,65.000000,48.275874,0.000000,0.000000,46.000000,96.000000,50.000000,5,5,0.000000,20.000000,20.000000,44.000000,8.800000,8.000000,6.523803,0.000000,0.000000,6.000000,10.000000,4.000000,20,8.747,0,0,44676,205,59.593,0.000,0.113,-0.113,0.596
"39","151","711600","2","391517116002",Block Group 2,G5030,S,564623,0,"+40.8153121","-081.4300750",1500000US391517116002,"0","0",4,3,67.000000,144.000000,77.000000,388.000000,97.000000,88.500000,32.318725,110.000000,67.000000,67.000000,127.000000,60.000000,4,3,6.000000,10.000000,4.000000,30.000000,7.500000,7.000000,1.658312,8.000000,6.000000,6.000000,9.000000,3.000000,10,10.000,67,8,60885,178,56.869,0.080,0.000,0.080,0.569
"39","151","710400","1","391517104001",Block Group 1,G5030,S,571650,0,"+40.9197814","-081.1011441",1500000US391517104001,"156","16.49048626",5,5,11.000000,274.000000,263.000000,557.000000,111.400000,98.000000,88.155771,11.000000,11.000000,65.000000,109.000000,44.000000,5,5,2.000000,18.000000,16.000000,55.000000,11.000000,10.000000,5.932959,2.000000,2.000000,8.000000,17.000000,9.000000,18,1.510,98,10,12372,391,75.629,0.100,0.165,-0.065,0.756
"39","151","710200","4","391517102004",Block Group 4,G5030,S,215457,0,"+40.9251811","-081.1088369",1500000US391517102004,"36","8.430913349",2,2,96.000000,109.000000,13.000000,205.000000,102.500000,102.500000,6.500000,96.000000,96.000000,96.000000,109.000000,13.000000,2,2,8.000000,11.000000,3.000000,19.000000,9.500000,9.500000,1.500000,8.000000,8.000000,8.000000,11.000000,3.000000,11,2.569,96,11,32837,314,68.860,0.110,0.084,0.026,0.689
"39","151","714600","2","391517146002",Block Group 2,G5030,S,24016147,143361,"+40.7411259","-081.5095423",1500000US391517146002,"128","8.252740168",8,8,49.000000,197.000000,148.000000,980.000000,122.500000,108.500000,50.668037,49.000000,49.000000,83.000000,175.500000,92.500000,8,7,3.000000,14.000000,11.000000,68.000000,8.500000,9.000000,3.500000,3.000000,11.000000,5.500000,11.000000,5.500000,14,5.747,70,4,61078,581,75.948,0.040,0.083,-0.043,0.759
"39","151","712602","1","391517126021",Block Group 1,G5030,S,634581,0,"+40.8357829","-081.2529602",1500000US391517126021,"126","8.422459893",3,3,64.000000,159.000000,95.000000,294.000000,98.000000,71.000000,43.228077,64.000000,64.000000,67.500000,115.000000,47.500000,3,3,5.000000,10.000000,5.000000,21.000000,7.000000,6.000000,2.160247,5.000000,5.000000,5.500000,8.000000,2.500000,10,1.578,71,6,37288,341,64.829,0.060,0.084,-0.024,0.648
"39","151","701100","1","391517011001",Block Group 1,G5030,S,235494,0,"+40.8085979","-081.4067680",1500000US391517011001,"125","11.40510949",6,6,52.000000,143.000000,91.000000,584.000000,97.333333,104.500000,29.301119,52.000000,52.000000,70.000000,110.000000,40.000000,6,6,3.000000,16.000000,13.000000,55.000000,9.166667,9.000000,4.297932,3.000000,3.000000,6.000000,12.000000,6.000000,16,4.595,70,7,40293,293,69.596,0.070,0.114,-0.044,0.696
"39","173","020700","2","391730207002",Block Group 2,G5030,S,15497890,21711,"+41.5632043","-083.5657463",1500000US391730207002,"110","18.45637584",9,9,28.000000,229.000000,201.000000,1051.000000,116.777778,91.000000,60.701048,28.000000,28.000000,74.000000,173.000000,99.000000,9,9,1.000000,35.000000,34.000000,106.000000,11.777778,10.000000,9.425471,1.000000,1.000000,6.000000,14.000000,8.000000,35,16.544,,,,,,,,,
"39","173","020700","3","391730207003",Block Group 3,G5030,S,3682655,0,"+41.5568410","-083.5410526",1500000US391730207003,"177","13.93700787",4,4,82.000000,176.000000,94.000000,459.000000,114.750000,100.500000,36.778900,82.000000,82.000000,86.500000,143.000000,56.500000,4,4,6.000000,35.000000,29.000000,64.000000,16.000000,11.500000,11.640447,6.000000,6.000000,6.500000,25.500000,19.000000,35,21.063,,,,,,,,,
"39","057","210602","2","390572106022",Block Group 2,G5030,S,4030897,10469,"+39.7175415","-084.0393441",1500000US390572106022,"241","13.70096646",9,9,19.000000,113.000000,94.000000,632.000000,70.222222,56.000000,31.646582,19.000000,19.000000,54.000000,105.000000,51.000000,9,6,2.000000,7.000000,5.000000,41.000000,4.555556,5.000000,1.422916,2.000000,5.000000,4.000000,5.000000,1.000000,7,-6.701,105,6,86429,404,60.843,0.060,0.137,-0.077,0.608
"39","171","950100","2","391719501002",Block Group 2,G5030,S,35937974,149773,"+41.6819453","-084.5156331",1500000US391719501002,"132","12.25626741",4,4,45.000000,286.000000,241.000000,520.000000,130.000000,94.500000,92.322803,45.000000,45.000000,68.500000,191.500000,123.000000,4,4,5.000000,17.000000,12.000000,38.000000,9.500000,8.000000,4.716991,5.000000,5.000000,5.500000,13.500000,8.000000,17,4.744,45,5,53088,201,56.461,0.050,0.123,-0.073,0.565
"39","085","204900","3","390852049003",Block Group 3,G5030,S,2909961,22134,"+41.7232925","-081.2091092",1500000US390852049003,"223","9.146841674",4,4,12.000000,263.000000,251.000000,497.000000,124.250000,111.000000,96.183094,12.000000,12.000000,37.000000,211.500000,174.500000,4,3,1.000000,10.000000,9.000000,25.000000,6.250000,7.000000,3.269174,1.000000,7.000000,4.000000,8.500000,4.500000,10,0.853,160,7,79330,464,52.787,0.070,0.091,-0.021,0.528
"39","171","950300","2","391719503002",Block Group 2,G5030,S,2034291,41519,"+41.5819720","-084.6268917",1500000US391719503002,"87","8.613861386",6,6,3.000000,118.000000,115.000000,440.000000,73.333333,78.000000,37.383894,3.000000,3.000000,58.000000,105.000000,47.000000,6,6,0.000000,12.000000,12.000000,47.000000,7.833333,8.500000,3.890873,0.000000,0.000000,7.000000,11.000000,4.000000,12,3.386,87,12,30918,343,82.850,0.120,0.086,0.034,0.828
"39","171","950300","3","391719503003",Block Group 3,G5030,S,318263,0,"+41.5854747","-084.6088985",1500000US391719503003,"135","16.44336175",4,4,3.000000,87.000000,84.000000,217.000000,54.250000,63.500000,31.347847,3.000000,3.000000,30.500000,78.000000,47.500000,4,4,0.000000,12.000000,12.000000,30.000000,7.500000,9.000000,4.716991,0.000000,0.000000,3.500000,11.500000,8.000000,12,-4.443,3,0,51357,140,51.095,0.000,0.164,-0.164,0.511
"39","171","950300","5","391719503005",Block Group 5,G5030,S,6678637,81541,"+41.5694958","-084.6166453",1500000US391719503005,"90","7.679180887",5,5,61.000000,118.000000,57.000000,440.000000,88.000000,87.000000,21.354157,61.000000,61.000000,69.000000,105.000000,36.000000,5,5,4.000000,12.000000,8.000000,40.000000,8.000000,8.000000,2.607681,4.000000,4.000000,7.000000,9.000000,2.000000,12,4.321,118,9,57083,375,67.084,0.090,0.077,0.013,0.671
"39","171","950400","3","391719504003",Block Group 3,G5030,S,12979577,6045,"+41.5959407","-084.4634045",1500000US391719504003,"79","10.07653061",4,4,25.000000,207.000000,182.000000,390.000000,97.500000,79.000000,68.152403,25.000000,25.000000,43.000000,152.000000,109.000000,4,3,4.000000,13.000000,9.000000,31.000000,7.750000,7.000000,3.897114,10.000000,4.000000,4.000000,11.500000,7.500000,13,2.923,25,4,65909,90,44.554,0.040,0.101,-0.061,0.446
"39","171","950500","3","391719505003",Block Group 3,G5030,S,1481896,2431,"+41.5047897","-084.4204731",1500000US391719505003,"73","9.20554855",2,2,61.000000,73.000000,12.000000,134.000000,67.000000,67.000000,6.000000,61.000000,61.000000,61.000000,73.000000,12.000000,2,2,6.000000,9.000000,3.000000,15.000000,7.500000,7.500000,1.500000,6.000000,6.000000,6.000000,9.000000,3.000000,9,-0.206,73,9,56000,126,45.652,0.090,0.092,-0.002,0.457
"39","073","965300","2","390739653002",Block Group 2,G5030,S,388097,0,"+39.5434634","-082.4098218",1500000US390739653002,"34","4.239401496",5,5,16.000000,147.000000,131.000000,333.000000,66.600000,43.000000,47.144883,16.000000,16.000000,36.000000,91.000000,55.000000,5,5,4.000000,14.000000,10.000000,37.000000,7.400000,6.000000,3.555278,4.000000,4.000000,5.000000,8.000000,3.000000,14,9.761,43,8,79844,100,47.393,0.080,0.042,0.038,0.474
"39","073","965300","3","390739653003",Block Group 3,G5030,S,280872,0,"+39.5435706","-082.4220093",1500000US390739653003,"108","18.68512111",5,5,16.000000,128.000000,112.000000,311.000000,62.200000,43.000000,41.266936,16.000000,16.000000,33.000000,91.000000,58.000000,5,4,5.000000,9.000000,4.000000,33.000000,6.600000,6.000000,1.624808,6.000000,5.000000,5.000000,8.000000,3.000000,9,-9.685,33,5,33286,169,64.504,0.050,0.187,-0.137,0.645
"39","073","965400","2","390739654002",Block Group 2,G5030,S,706213,1414,"+39.5413346","-082.3960731",1500000US390739654002,"23","2.967741935",3,3,118.000000,201.000000,83.000000,466.000000,155.333333,147.000000,34.393152,118.000000,118.000000,132.500000,174.000000,41.500000,3,3,9.000000,24.000000,15.000000,47.000000,15.666667,14.000000,6.236096,9.000000,9.000000,11.500000,19.000000,7.500000,24,21.032,201,24,45714,164,53.947,0.240,0.030,0.210,0.539
"39","073","965100","2","390739651002",Block Group 2,G5030,S,150088154,251607,"+39.4309186","-082.4889612",1500000US390739651002,"84","5.710401088",7,7,52.000000,201.000000,149.000000,747.000000,106.714286,84.000000,52.251355,52.000000,52.000000,63.000000,142.000000,79.000000,7,6,5.000000,13.000000,8.000000,60.000000,8.571429,7.000000,3.063944,5.000000,6.000000,6.000000,11.500000,5.500000,13,7.290,156,13,65682,377,72.500,0.130,0.057,0.073,0.725
"39","057","200103","2","390572001032",Block Group 2,G5030,S,1723760,0,"+39.7793443","-084.0347104",1500000US390572001032,"731","32.75089606",8,8,53.000000,589.000000,536.000000,1849.000000,231.125000,203.000000,167.555541,53.000000,53.000000,90.500000,310.000000,219.500000,8,6,4.000000,33.000000,29.000000,109.000000,13.625000,11.000000,9.272776,4.000000,7.000000,6.500000,18.500000,12.000000,33,0.249,53,6,31667,328,79.612,0.060,0.328,-0.268,0.796
"39","073","965300","1","390739653001",Block Group 1,G5030,S,9303187,5962,"+39.5603957","-082.4043145",1500000US390739653001,"142","12.1263877",7,7,36.000000,201.000000,165.000000,925.000000,132.142857,147.000000,51.880160,36.000000,36.000000,104.500000,166.000000,61.500000,7,7,4.000000,24.000000,20.000000,72.000000,10.285714,8.000000,6.295447,4.000000,4.000000,6.500000,11.500000,5.000000,24,11.874,36,4,49063,216,56.250,0.040,0.121,-0.081,0.563
"39","077","915700","3","390779157003",Block Group 3,G5030,S,724449,0,"+41.2379390","-082.6294588",1500000US390779157003,"88","8.014571949",4,4,53.000000,181.000000,128.000000,487.000000,121.750000,126.500000,58.281108,53.000000,53.000000,64.000000,179.500000,115.500000,4,4,7.000000,14.000000,7.000000,43.000000,10.750000,11.000000,2.586020,7.000000,7.000000,8.500000,13.000000,4.500000,14,5.985,178,10,47284,245,47.573,0.100,0.080,0.020,0.476
"39","077","915700","4","390779157004",Block Group 4,G5030,S,1254147,6423,"+41.2326717","-082.6207964",1500000US390779157004,"89","9.398099261",5,5,37.000000,181.000000,144.000000,539.000000,107.800000,75.000000,59.931294,37.000000,37.000000,68.000000,178.000000,110.000000,5,4,6.000000,14.000000,8.000000,48.000000,9.600000,10.000000,3.200000,10.000000,6.000000,6.000000,12.000000,6.000000,14,4.602,75,12,41893,206,76.015,0.120,0.094,0.026,0.760
"39","077","915800","3","390779158003",Block Group 3,G5030,S,444983,0,"+41.2453828","-082.6222611",1500000US390779158003,"73","7.708553326",5,5,39.000000,198.000000,159.000000,445.000000,89.000000,75.000000,56.487167,39.000000,39.000000,53.000000,80.000000,27.000000,5,4,7.000000,15.000000,8.000000,51.000000,10.200000,10.000000,3.059412,10.000000,7.000000,7.000000,12.000000,5.000000,15,7.291,80,10,42083,158,54.296,0.100,0.077,0.023,0.543
"39","173","020700","4","391730207004",Block Group 4,G5030,S,24549870,0,"+41.5240177","-083.5653077",1500000US391730207004,"45","5.022321429",8,8,82.000000,467.000000,385.000000,1398.000000,174.750000,94.500000,131.325692,82.000000,82.000000,90.000000,240.000000,150.000000,8,7,4.000000,35.000000,31.000000,107.000000,13.375000,8.000000,10.270559,4.000000,6.000000,6.000000,20.000000,14.000000,35,29.978,,,,,,,,,
"39","173","020700","5","391730207005",Block Group 5,G5030,S,33759226,0,"+41.4940304","-083.5896470",1500000US391730207005,"190","17.54385965",7,7,82.000000,460.000000,378.000000,1120.000000,160.000000,93.000000,130.322676,82.000000,82.000000,86.000000,156.500000,70.500000,7,6,4.000000,16.000000,12.000000,62.000000,8.857143,7.000000,4.155154,4.000000,6.000000,6.000000,11.500000,5.500000,16,-1.544,,,,,,,,,
"39","173","020800","1","391730208001",Block Group 1,G5030,S,3536291,38495,"+41.5871877","-083.4812719",1500000US391730208001,"63","4.211229947",4,4,93.000000,240.000000,147.000000,559.000000,139.750000,113.000000,58.661636,93.000000,93.000000,99.500000,180.000000,80.500000,4,4,6.000000,22.000000,16.000000,46.000000,11.500000,9.000000,6.344289,6.000000,6.000000,6.500000,16.500000,10.000000,22,17.789,93,6,34615,767,89.394,0.060,0.042,0.018,0.894
"39","173","020800","3","391730208003",Block Group 3,G5030,S,16908796,31499,"+41.5751295","-083.5058167",1500000US391730208003,"284","22.62948207",8,8,21.000000,240.000000,219.000000,1044.000000,130.500000,115.000000,62.122862,21.000000,21.000000,99.500000,177.000000,77.500000,8,7,2.000000,22.000000,20.000000,81.000000,10.125000,9.000000,5.732310,2.000000,7.000000,6.500000,13.000000,6.500000,22,-0.629,120,7,55982,365,63.368,0.070,0.226,-0.156,0.634
